artist,album,score,genre,label,reviewer,year,review_date,length,url,genre_clean,genre_list,genre_cleaned,genre_len,main_genre
Little Simz,GREY Area,8.1,Rap,Age 101 / AWAL,Sheldon Pearce,2019.0,2019-03-07,570,https://www.pitchfork.com/reviews/albums/little-simz-grey-area/,Rap,['Rap'],['Rap'],1,Rap
Sofia Kourtesis,Sofia Kourtesis EP,8.0,Electronic,Studio Barnhus,Philip Sherburne,2019.0,2019-03-07,547,https://www.pitchfork.com/reviews/albums/sofia-kourtesis-sofia-kourtesis-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Westkust,Westkust,7.2,Rock,Run for Cover / Luxury,Arielle Gordon,2019.0,2019-03-07,527,https://www.pitchfork.com/reviews/albums/westkust-westkust/,Rock,['Rock'],['Rock'],1,Rock
2 Chainz,Rap or Go to the League,7.6,Rap,Def Jam,Sheldon Pearce,2019.0,2019-03-06,954,https://www.pitchfork.com/reviews/albums/2-chainz-rap-or-go-to-the-league/,Rap,['Rap'],['Rap'],1,Rap
Roses Gabor,Fantasy & Facts,7.8,Pop/R&B,AllPoints,Lakin Starling,2019.0,2019-03-06,453,https://www.pitchfork.com/reviews/albums/roses-gabor-fantasy-and-facts/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
T-Pain,1UP,6.1,Rap,Cinematic,Reed Jackson,2019.0,2019-03-06,831,https://www.pitchfork.com/reviews/albums/t-pain-1up/,Rap,['Rap'],['Rap'],1,Rap
Hozier,"Wasteland, Baby!",4.8,Rock,Rubyworks,Sam Sodomsky,2019.0,2019-03-06,866,https://www.pitchfork.com/reviews/albums/hozier-wasteland-baby/,Rock,['Rock'],['Rock'],1,Rock
Solange,When I Get Home,8.4,Pop/R&B,Columbia,Anupa Mistry,2019.0,2019-03-05,1069,https://www.pitchfork.com/reviews/albums/solange-when-i-get-home/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Durand Jones & the Indications,American Love Call,6.6,Pop/R&B,Dead Oceans / Colemine Records,Amanda Wicks,2019.0,2019-03-05,620,https://www.pitchfork.com/reviews/albums/durand-jones-and-the-indications-american-love-call/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Yung Baby Tate,Girls,6.8,Rap,Yung Baby Tate,Michelle Hyun Kim,2019.0,2019-03-05,560,https://www.pitchfork.com/reviews/albums/yung-baby-tate-girls/,Rap,['Rap'],['Rap'],1,Rap
Potty Mouth,SNAFU,7.2,Rock,Get Better,Nina Corcoran,2019.0,2019-03-05,610,https://www.pitchfork.com/reviews/albums/potty-mouth-snafu/,Rock,['Rock'],['Rock'],1,Rock
Royal Trux,White Stuff,7.8,Rock,Fat Possum,Stuart Berman,2019.0,2019-03-04,791,https://www.pitchfork.com/reviews/albums/royal-trux-white-stuff/,Rock,['Rock'],['Rock'],1,Rock
Weezer,Weezer (The Black Album),5.7,Rock,Atlantic,Peyton Thomas,2019.0,2019-03-04,872,https://www.pitchfork.com/reviews/albums/weezer-weezer-the-black-album/,Rock,['Rock'],['Rock'],1,Rock
The Japanese House,Good at Falling,7.5,Pop/R&B,Dirty Hit,Megan Buerger,2019.0,2019-03-04,866,https://www.pitchfork.com/reviews/albums/the-japanese-house-good-at-falling/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Angel-Ho,Death Becomes Her,7.6,Experimental,Hyperdub,Michelle Hyun Kim,2019.0,2019-03-04,598,https://www.pitchfork.com/reviews/albums/angel-ho-death-becomes-her/,Experimental,['Experimental'],['Experimental'],1,Experimental
Everything But the Girl,Walking Wounded,9.0,Electronic / Pop/R&B,Atlantic / Virgin,Ruth Saxelby,1996.0,2019-03-03,1774,https://www.pitchfork.com/reviews/albums/everything-but-the-girl-walking-wounded/,Electronic / Pop_R&B,"['Electronic', 'Pop_R&B']","['Electronic', 'Pop/R&B']",2,Electronic
Various Artists,Eminent Domain,7.4,L.I.E.S.,L.I.E.S.,Miles Bowe,2019.0,2019-03-02,476,https://www.pitchfork.com/reviews/albums/various-artists-eminent-domain/,L.I.E.S.,['L.I.E.S.'],['Unknown'],0,Unknown
Gary Clark Jr.,This Land,7.9,Rock,Warner Bros.,Stephen Thomas Erlewine,2019.0,2019-03-02,706,https://www.pitchfork.com/reviews/albums/gary-clark-jr-this-land/,Rock,['Rock'],['Rock'],1,Rock
Ryuichi Sakamoto,BTTB (20th Anniversary Edition),8.0,Experimental,Kab America Inc.,Ruth Saxelby,2019.0,2019-03-02,632,https://www.pitchfork.com/reviews/albums/ryuichi-sakamoto-bttb-20th-anniversary-edition/,Experimental,['Experimental'],['Experimental'],1,Experimental
Deem Spencer,Pretty Face,6.9,Rap,self-released,Sheldon Pearce,2019.0,2019-03-02,773,https://www.pitchfork.com/reviews/albums/deem-spencer-pretty-face/,Rap,['Rap'],['Rap'],1,Rap
Various Artists,Gangster Music Vol. 1,6.2,All City,All City,Reed Jackson,2019.0,2019-03-01,543,https://www.pitchfork.com/reviews/albums/various-artists-gangster-music-vol-1/,All City,['All City'],['Unknown'],0,Unknown
Cochemea,All My Relations,7.9,Jazz,Daptone,Phillip Mlynar,2019.0,2019-03-01,559,https://www.pitchfork.com/reviews/albums/cochemea-all-my-relations/,Jazz,['Jazz'],['Jazz'],1,Jazz
Hand Habits,placeholder,7.3,Rock,Saddle Creek,Sasha Geffen,2019.0,2019-03-01,544,https://www.pitchfork.com/reviews/albums/hand-habits-placeholder/,Rock,['Rock'],['Rock'],1,Rock
Blu,A Long Red Hot Los Angeles Summer Night,7.3,Rap,Nature Sounds,Mehan Jayasuriya,2019.0,2019-03-01,722,https://www.pitchfork.com/reviews/albums/blu-oh-no-a-long-red-hot-los-angeles-summer-night/,Rap,['Rap'],['Rap'],1,Rap
Pond,Tasmania,7.5,Rock,Interscope,Larry Fitzmaurice,2019.0,2019-03-01,592,https://www.pitchfork.com/reviews/albums/pond-tasmania/,Rock,['Rock'],['Rock'],1,Rock
Lil Pump,Harverd Dropout,3.8,Rap,Warner Bros.,Alphonse Pierre,2019.0,2019-02-28,727,https://www.pitchfork.com/reviews/albums/lil-pump-harverd-dropout/,Rap,['Rap'],['Rap'],1,Rap
IAMDDB,Swervvvvv.5,7.3,Rap,Union IV,Eric Torres,2019.0,2019-02-28,472,https://www.pitchfork.com/reviews/albums/iamddb-swervvvvv5/,Rap,['Rap'],['Rap'],1,Rap
Giggs,Big Bad...,7.4,Rap,Island / NO BS Music Limited,Ciaran Thapar,2019.0,2019-02-28,757,https://www.pitchfork.com/reviews/albums/giggs-big-bad/,Rap,['Rap'],['Rap'],1,Rap
Diplo,Europa EP,4.2,Electronic,Mad Decent,Larry Fitzmaurice,2019.0,2019-02-28,633,https://www.pitchfork.com/reviews/albums/diplo-europa-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Julia Jacklin,Crushing,7.7,Rock,Polyvinyl,Olivia Horn,2019.0,2019-02-27,858,https://www.pitchfork.com/reviews/albums/julia-jacklin-crushing/,Rock,['Rock'],['Rock'],1,Rock
Offset,Father of 4,6.9,Rap,Quality Control / Motown,Stephen Kearse,2019.0,2019-02-27,886,https://www.pitchfork.com/reviews/albums/offset-father-of-4/,Rap,['Rap'],['Rap'],1,Rap
XXX,Second Language,7.5,Rap,BANA,Joshua Minsoo Kim,2019.0,2019-02-27,727,https://www.pitchfork.com/reviews/albums/xxx-second-language/,Rap,['Rap'],['Rap'],1,Rap
Gunna,Drip or Drown 2,6.7,Rap,Young Stoner Life / 300 Entertainment,Sheldon Pearce,2019.0,2019-02-27,680,https://www.pitchfork.com/reviews/albums/gunna-drip-or-drown-2/,Rap,['Rap'],['Rap'],1,Rap
Aleksi Perälä,Sunshine 3,8.1,Electronic,Clone,Philip Sherburne,2019.0,2019-02-26,696,https://www.pitchfork.com/reviews/albums/aleksi-perala-sunshine-3/,Electronic,['Electronic'],['Electronic'],1,Electronic
Bonobo,Fabric Presents Bonobo,5.8,Electronic / Jazz,Fabric,Andy Beta,2019.0,2019-02-26,556,https://www.pitchfork.com/reviews/albums/bonobo-fabric-presents-bonobo/,Electronic / Jazz,"['Electronic', 'Jazz']","['Electronic', 'Jazz']",2,Electronic
Homeshake,Helium,3.5,Rock,Sinderlyn,Ian Cohen,2019.0,2019-02-26,581,https://www.pitchfork.com/reviews/albums/homeshake-helium/,Rock,['Rock'],['Rock'],1,Rock
Kehlani,While We Wait,7.6,Pop/R&B,TSNMI / Atlantic,Jenn Pelly,2019.0,2019-02-26,783,https://www.pitchfork.com/reviews/albums/kehlani-while-we-wait/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Skee Mask,808BB EP,7.7,Electronic,Ilian Tape,Kevin Lozano,2019.0,2019-02-25,417,https://www.pitchfork.com/reviews/albums/skee-mask-808bb-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Adia Victoria,Silences,7.7,Rock,Canvasback,Allison Hussey,2019.0,2019-02-25,514,https://www.pitchfork.com/reviews/albums/adia-victoria-silences/,Rock,['Rock'],['Rock'],1,Rock
X,Los Angeles,8.5,Rock,Fat Possum,Rebecca Bengal,2019.0,2019-02-25,971,https://www.pitchfork.com/reviews/albums/x-los-angeles/,Rock,['Rock'],['Rock'],1,Rock
Du Blonde,Lung Bread for Daddy,7.6,Rock,Moshi Moshi,Ben Hewitt,2019.0,2019-02-25,661,https://www.pitchfork.com/reviews/albums/du-blonde-lung-bread-for-daddy/,Rock,['Rock'],['Rock'],1,Rock
Nirvana,MTV Unplugged in New York,9.5,Rock,DGC,Mike Powell,1994.0,2019-02-24,1712,https://www.pitchfork.com/reviews/albums/nirvana-mtv-unplugged-in-new-york/,Rock,['Rock'],['Rock'],1,Rock
Celestial Trax,Serpent Power,7.7,Electronic,True Aether,Philip Sherburne,2019.0,2019-02-23,570,https://www.pitchfork.com/reviews/albums/celestial-trax-serpent-power/,Electronic,['Electronic'],['Electronic'],1,Electronic
,,9.1,Rock,,Sam Sodomsky,,2019-02-23,1100,https://www.pitchfork.com/reviews/albums/david-sylvian-secrets-of-the-beehive-brilliant-trees-alchemy-an-index-of-possibilities-gone-to-earth/,Rock,['Rock'],['Rock'],1,Rock
Nakhane,You Will Not Die (Deluxe Version),6.8,Experimental / Pop/R&B,BMG,Eric Torres,2019.0,2019-02-23,569,https://www.pitchfork.com/reviews/albums/nakhane-you-will-not-die/,Experimental / Pop_R&B,"['Experimental', 'Pop_R&B']","['Experimental', 'Pop/R&B']",2,Experimental
Ray Charles,Modern Sounds in Country & Western Music Volumes 1 & 2,9.2,Jazz,The Ray Charles Foundation,Natalie Weiner,2019.0,2019-02-23,842,https://www.pitchfork.com/reviews/albums/ray-charles-modern-sounds-in-country-and-western-music-volumes-1-and-2/,Jazz,['Jazz'],['Jazz'],1,Jazz
Vtgnike,Steals,6.9,Electronic,Other People,Philip Sherburne,2019.0,2019-02-22,513,https://www.pitchfork.com/reviews/albums/vtgnike-steals/,Electronic,['Electronic'],['Electronic'],1,Electronic
FEELS,Post Earth,8.0,Rock,Wichita,Stuart Berman,2019.0,2019-02-22,674,https://www.pitchfork.com/reviews/albums/feels-post-earth/,Rock,['Rock'],['Rock'],1,Rock
Sunwatchers,Illegal Moves,7.7,Rock,Trouble in Mind,Marc Masters,2019.0,2019-02-22,501,https://www.pitchfork.com/reviews/albums/sunwatchers-illegal-moves/,Rock,['Rock'],['Rock'],1,Rock
SPELLLING,Mazy Fly,8.0,Experimental,Sacred Bones,Dayna Evans,2019.0,2019-02-22,745,https://www.pitchfork.com/reviews/albums/spellling-mazy-fly/,Experimental,['Experimental'],['Experimental'],1,Experimental
Lor Choc,Love Is Love,7.2,Rap,TSO,Sasha Geffen,2019.0,2019-02-22,609,https://www.pitchfork.com/reviews/albums/lor-choc-love-is-love/,Rap,['Rap'],['Rap'],1,Rap
Yann Tiersen,ALL,5.8,Pop/R&B,Mute,Andy Beta,2019.0,2019-02-21,596,https://www.pitchfork.com/reviews/albums/yann-tiersen-all/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Various Artists,"Kankyō Ongaku: Japanese Ambient, Environmental & New Age Music 1980-1990",8.5,Light in the Attic,Light in the Attic,Mark Richardson,2019.0,2019-02-21,919,https://www.pitchfork.com/reviews/albums/various-artists-kanky-ongaku-japanese-ambient-environmental-and-new-age-music-1980-1990/,Light in the Attic,['Light in the Attic'],['Unknown'],0,Unknown
Y La Bamba,Mujeres,7.7,Folk/Country,Tender Loving Empire,Philip Sherburne,2019.0,2019-02-21,695,https://www.pitchfork.com/reviews/albums/y-la-bamba-mujeres/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
LUCKI,Freewave 3,7.7,Rap,self-released,Paul A. Thompson,2019.0,2019-02-21,678,https://www.pitchfork.com/reviews/albums/lucki-freewave-3/,Rap,['Rap'],['Rap'],1,Rap
Sir Babygirl,Crush on Me,6.8,Pop/R&B,Father/Daughter,Katherine St. Asaph,2019.0,2019-02-20,821,https://www.pitchfork.com/reviews/albums/sir-babygirl-crush-on-me/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Nate Young,Volume One: Dilemmas of Identity,7.7,Experimental,Lower Floor / Warp,Grayson Haver Currin,2019.0,2019-02-20,569,https://www.pitchfork.com/reviews/albums/nate-young-volume-one-dilemmas-of-identity/,Experimental,['Experimental'],['Experimental'],1,Experimental
Chaka Khan,Hello Happiness,5.9,Pop/R&B,A Diary / Island,Jackson Howard,2019.0,2019-02-20,924,https://www.pitchfork.com/reviews/albums/chaka-khan-hello-happiness/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Efdemin,New Atlantis,7.6,Electronic,Ostgut Ton,Philip Sherburne,2019.0,2019-02-20,860,https://www.pitchfork.com/reviews/albums/efdemin-new-atlantis/,Electronic,['Electronic'],['Electronic'],1,Electronic
Jozef van Wissem,An Attempt to Draw Aside the Veil,7.7,Experimental,Sacred Bones,Grayson Haver Currin,2019.0,2019-02-19,620,https://www.pitchfork.com/reviews/albums/jozef-van-wissem-jim-jarmusch-an-attempt-to-draw-aside-the-veil/,Experimental,['Experimental'],['Experimental'],1,Experimental
Avril Lavigne,Head Above Water,5.5,Rock,BMG,Arielle Gordon,2019.0,2019-02-19,780,https://www.pitchfork.com/reviews/albums/avril-lavigne-head-above-water/,Rock,['Rock'],['Rock'],1,Rock
Elena Setién,Another Kind of Revolution,7.0,Rock,Thrill Jockey,Dayna Evans,2019.0,2019-02-19,641,https://www.pitchfork.com/reviews/albums/elena-setien-another-kind-of-revolution/,Rock,['Rock'],['Rock'],1,Rock
Cherushii,Cherushii & Maria Minerva,7.7,Electronic,100% Silk,Harley Brown,2019.0,2019-02-19,625,https://www.pitchfork.com/reviews/albums/cherushii-maria-minerva-cherushii-and-maria-minerva/,Electronic,['Electronic'],['Electronic'],1,Electronic
Tortoise,TNT,9.0,Experimental / Rock,Thrill Jockey,Mark Richardson,1998.0,2019-02-17,1973,https://www.pitchfork.com/reviews/albums/tortoise-tnt/,Experimental / Rock,"['Experimental', 'Rock']","['Experimental', 'Rock']",2,Experimental
Ithaca,The Language of Injury,7.0,Metal,Holy Roar,Kim Kelly,2019.0,2019-02-16,628,https://www.pitchfork.com/reviews/albums/ithaca-the-language-of-injury/,Metal,['Metal'],['Metal'],1,Metal
Black Taffy,Elder Mantis,7.3,Experimental,Leaving,Brian Howe,2019.0,2019-02-16,452,https://www.pitchfork.com/reviews/albums/black-taffy-elder-mantis/,Experimental,['Experimental'],['Experimental'],1,Experimental
Perfect Son,Cast,5.6,Rock,Sub Pop,Ian Cohen,2019.0,2019-02-16,480,https://www.pitchfork.com/reviews/albums/perfect-son-cast/,Rock,['Rock'],['Rock'],1,Rock
Various Artists,Powder in Space,8.1,Beats in Space,Beats in Space,Kevin Lozano,2019.0,2019-02-16,682,https://www.pitchfork.com/reviews/albums/various-artists-powder-in-space/,Beats in Space,['Beats in Space'],['Unknown'],0,Unknown
Broken Social Scene,Let’s Try the After Vol. 1 EP,7.2,Rock,Arts & Crafts,Larry Fitzmaurice,2019.0,2019-02-15,799,https://www.pitchfork.com/reviews/albums/broken-social-scene-lets-try-the-after-vol-1-ep/,Rock,['Rock'],['Rock'],1,Rock
Wadada Leo Smith,Rosa Parks: Pure Love. An Oratorio of Seven Songs,7.5,Jazz,TUM Records,Ben Cardew,2019.0,2019-02-15,543,https://www.pitchfork.com/reviews/albums/wadada-leo-smith-rosa-parks-pure-love-an-oratorio-of-seven-songs/,Jazz,['Jazz'],['Jazz'],1,Jazz
Ladytron,Ladytron,7.7,Pop/R&B,!K7,Katherine St. Asaph,2019.0,2019-02-15,768,https://www.pitchfork.com/reviews/albums/ladytron-ladytron/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
King Midas Sound,Solitude,7.8,Experimental,Cosmo Rhythmatic,Louis Pattison,2019.0,2019-02-15,802,https://www.pitchfork.com/reviews/albums/king-midas-sound-solitude/,Experimental,['Experimental'],['Experimental'],1,Experimental
Rina Mushonga,In a Galaxy,8.0,Pop/R&B,PIAS,Madison Bloom,2019.0,2019-02-15,608,https://www.pitchfork.com/reviews/albums/rina-mushonga-in-a-galaxy/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Theon Cross,Fyah,7.5,Jazz,Gearbox,Andy Beta,2019.0,2019-02-14,492,https://www.pitchfork.com/reviews/albums/theon-cross-fyah/,Jazz,['Jazz'],['Jazz'],1,Jazz
Nivhek,After its own death / Walking in a spiral towards the house,8.3,Electronic / Experimental,Yellow Electric,Jayson Greene,2019.0,2019-02-14,639,https://www.pitchfork.com/reviews/albums/nivhek-after-its-own-death-walking-in-a-spiral-towards-the-house/,Electronic / Experimental,"['Electronic', 'Experimental']","['Electronic', 'Experimental']",2,Electronic
Ossuarium,Living Tomb,7.6,Metal,20 Buck Spin,Kim Kelly,2019.0,2019-02-14,510,https://www.pitchfork.com/reviews/albums/ossuarium-living-tomb/,Metal,['Metal'],['Metal'],1,Metal
Q Da Fool,Bad Influence,7.2,Rap,Roc Nation,Will Schube,2019.0,2019-02-14,470,https://www.pitchfork.com/reviews/albums/q-da-fool-kenny-beats-bad-influence/,Rap,['Rap'],['Rap'],1,Rap
Charlotte Adigéry,Zandoli EP,7.8,Experimental,DEEWEE / PIAS,Eric Torres,2019.0,2019-02-13,536,https://www.pitchfork.com/reviews/albums/charlotte-adigery-zandoli-ep/,Experimental,['Experimental'],['Experimental'],1,Experimental
Wiz Khalifa,2009,6.3,Rap,Jet Life,Sheldon Pearce,2019.0,2019-02-13,844,https://www.pitchfork.com/reviews/albums/wiz-khalifa-currendollary-2009/,Rap,['Rap'],['Rap'],1,Rap
Xiu Xiu,Girl With Basket of Fruit,6.0,Experimental / Rock,Polyvinyl,Grayson Haver Currin,2019.0,2019-02-13,634,https://www.pitchfork.com/reviews/albums/xiu-xiu-girl-with-basket-of-fruit/,Experimental / Rock,"['Experimental', 'Rock']","['Experimental', 'Rock']",2,Experimental
Default Genders,Main Pop Girl 2019,8.0,Electronic,self-released,Ezra Marcus,2019.0,2019-02-13,1036,https://www.pitchfork.com/reviews/albums/default-genders-main-pop-girl-2019/,Electronic,['Electronic'],['Electronic'],1,Electronic
Panda Bear,Buoys,7.6,Electronic,Domino,Mark Richardson,2019.0,2019-02-12,813,https://www.pitchfork.com/reviews/albums/panda-bear-buoys/,Electronic,['Electronic'],['Electronic'],1,Electronic
Hayes Carll,What It Is,6.4,Folk/Country,Dualtone,Stephen M. Deusner,2019.0,2019-02-12,738,https://www.pitchfork.com/reviews/albums/hayes-carll-what-it-is/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Eli Keszler,Empire EP,7.6,Experimental,Shelter Press,Philip Sherburne,2019.0,2019-02-12,622,https://www.pitchfork.com/reviews/albums/eli-keszler-empire-ep/,Experimental,['Experimental'],['Experimental'],1,Experimental
Navy Blue,Gangway for Navy,7.7,Rap,self-released,Reed Jackson,2019.0,2019-02-12,627,https://www.pitchfork.com/reviews/albums/navy-blue-gangway-for-navy/,Rap,['Rap'],['Rap'],1,Rap
HEALTH,VOL. 4 :: SLAVES OF FEAR,3.4,Rock,Loma Vista,Sasha Geffen,2019.0,2019-02-11,862,https://www.pitchfork.com/reviews/albums/health-vol-4-slaves-of-fear/,Rock,['Rock'],['Rock'],1,Rock
Hauschka,A Different Forest,6.9,Experimental,Sony Classical,Brian Howe,2019.0,2019-02-11,577,https://www.pitchfork.com/reviews/albums/hauschka-a-different-forest/,Experimental,['Experimental'],['Experimental'],1,Experimental
Ariana Grande,"thank u, next",7.9,Pop/R&B,Republic,Rawiya Kameir,2019.0,2019-02-11,964,https://www.pitchfork.com/reviews/albums/ariana-grande-thank-u-next/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
AJ Tracey,AJ Tracey,6.8,Rap,self-released,Dean Van Nguyen,2019.0,2019-02-11,568,https://www.pitchfork.com/reviews/albums/aj-tracey-aj-tracey/,Rap,['Rap'],['Rap'],1,Rap
Prince Paul,A Prince Among Thieves,8.7,Rap,Tommy Boy,Timmhotep Aku,1999.0,2019-02-10,2277,https://www.pitchfork.com/reviews/albums/prince-paul-a-prince-among-thieves/,Rap,['Rap'],['Rap'],1,Rap
Laurie Spiegel,Unseen Worlds,8.0,Experimental,Unseen Worlds,Andy Beta,1991.0,2019-02-09,551,https://www.pitchfork.com/reviews/albums/laurie-spiegel-unseen-worlds/,Experimental,['Experimental'],['Experimental'],1,Experimental
Mikron,Severance,7.4,Electronic,Central Processing Unit,Philip Sherburne,2019.0,2019-02-09,527,https://www.pitchfork.com/reviews/albums/mikron-severance/,Electronic,['Electronic'],['Electronic'],1,Electronic
Cass McCombs,Tip of the Sphere,8.0,Folk/Country / Rock,Anti-,Jonah Bromwich,2019.0,2019-02-09,803,https://www.pitchfork.com/reviews/albums/cass-mccombs-tip-of-the-sphere/,Folk_Country / Rock,"['Folk_Country', 'Rock']","['Folk/Country', 'Rock']",2,Folk/Country
Tiny Ruins,Olympic Girls,7.4,Rock,Ba Da Bing / Milk! / Marathon Artists,Margaret Farrell,2019.0,2019-02-09,564,https://www.pitchfork.com/reviews/albums/tiny-ruins-olympic-girls/,Rock,['Rock'],['Rock'],1,Rock
Mavis Staples,Live in London,6.8,Pop/R&B,Anti-,Stephen Thomas Erlewine,2019.0,2019-02-08,666,https://www.pitchfork.com/reviews/albums/mavis-staples-live-in-london/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Mercury Rev,Bobbie Gentry’s The Delta Sweete Revisited,4.5,Rock,Bella Union,Stephen M. Deusner,2019.0,2019-02-08,745,https://www.pitchfork.com/reviews/albums/mercury-rev-bobbie-gentrys-the-delta-sweete-revisited/,Rock,['Rock'],['Rock'],1,Rock
Yak,Pursuit of Momentary Happiness,7.6,Rock,Third Man / Virgin EMI,Stuart Berman,2019.0,2019-02-08,612,https://www.pitchfork.com/reviews/albums/yak-pursuit-of-momentary-happiness/,Rock,['Rock'],['Rock'],1,Rock
Harlem,Oh Boy,5.1,Rock,Female Fantasy,Evan Rytlewski,2019.0,2019-02-08,530,https://www.pitchfork.com/reviews/albums/harlem-oh-boy/,Rock,['Rock'],['Rock'],1,Rock
Jessica Pratt,Quiet Signs,8.4,Folk/Country,Mexican Summer,Quinn Moreland,2019.0,2019-02-08,692,https://www.pitchfork.com/reviews/albums/jessica-pratt-quiet-signs/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Angel Bat Dawid,The Oracle,8.0,Jazz,International Anthem,Shannon J. Effinger,2019.0,2019-02-07,515,https://www.pitchfork.com/reviews/albums/angel-bat-dawid-the-oracle/,Jazz,['Jazz'],['Jazz'],1,Jazz
LCD Soundsystem,Electric Lady Sessions,7.9,Electronic / Rock,Columbia / DFA,Sasha Geffen,2019.0,2019-02-07,867,https://www.pitchfork.com/reviews/albums/lcd-soundsystem-electric-lady-sessions/,Electronic / Rock,"['Electronic', 'Rock']","['Electronic', 'Rock']",2,Electronic
Astronoid,Astronoid,5.2,Metal,Blood,Ian Cohen,2019.0,2019-02-07,574,https://www.pitchfork.com/reviews/albums/astronoid-astronoid/,Metal,['Metal'],['Metal'],1,Metal
Michael Chapman,True North,7.4,Folk/Country,Paradise of Bachelors,Amanda Wicks,2019.0,2019-02-07,663,https://www.pitchfork.com/reviews/albums/michael-chapman-true-north/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Bob Mould,Sunshine Rock,7.6,Rock,Merge,Stephen Thomas Erlewine,2019.0,2019-02-06,613,https://www.pitchfork.com/reviews/albums/bob-mould-sunshine-rock/,Rock,['Rock'],['Rock'],1,Rock
Various Artists,Music Inspired by the Film Roma,6.7,Sony,Sony,Philip Sherburne,2019.0,2019-02-06,956,https://www.pitchfork.com/reviews/albums/various-artists-music-inspired-by-the-film-roma/,Sony,['Sony'],['Unknown'],0,Unknown
Rustin Man,Drift Code,7.6,Rock,Domino,Zach Schonfeld,2019.0,2019-02-06,595,https://www.pitchfork.com/reviews/albums/rustin-man-drift-code/,Rock,['Rock'],['Rock'],1,Rock
Dreezy,Big Dreez,7.3,Rap,Interscope,Sheldon Pearce,2019.0,2019-02-06,696,https://www.pitchfork.com/reviews/albums/dreezy-big-dreez/,Rap,['Rap'],['Rap'],1,Rap
Leon Vynehall,DJ-Kicks,6.8,Electronic,!K7,Ben Cardew,2019.0,2019-02-05,634,https://www.pitchfork.com/reviews/albums/leon-vynehall-dj-kicks/,Electronic,['Electronic'],['Electronic'],1,Electronic
Dave Harrington,"Pure Imagination, No Country",7.7,Electronic / Jazz,Yeggs,Jesse Jarnow,2019.0,2019-02-05,623,https://www.pitchfork.com/reviews/albums/dave-harrington-pure-imagination-no-country/,Electronic / Jazz,"['Electronic', 'Jazz']","['Electronic', 'Jazz']",2,Electronic
Cherry Glazerr,Stuffed & Ready,7.5,Rock,Secretly Canadian,Maggie Lange,2019.0,2019-02-05,600,https://www.pitchfork.com/reviews/albums/cherry-glazerr-stuffed-and-ready/,Rock,['Rock'],['Rock'],1,Rock
Tuamie,Emergency Raps Vol. 4,7.5,Rap,Mutant Academy,Alphonse Pierre,2019.0,2019-02-05,548,https://www.pitchfork.com/reviews/albums/tuamie-fly-anakin-emergency-raps-vol-4/,Rap,['Rap'],['Rap'],1,Rap
David Behrman,On the Other Ocean,9.0,Electronic,Lovely,Andy Beta,1978.0,2019-02-04,833,https://www.pitchfork.com/reviews/albums/david-behrman-on-the-other-ocean/,Electronic,['Electronic'],['Electronic'],1,Electronic
Boy Harsher,Careful,7.2,Electronic,Nude Club,Kevin Lozano,2019.0,2019-02-04,450,https://www.pitchfork.com/reviews/albums/boy-harsher-careful/,Electronic,['Electronic'],['Electronic'],1,Electronic
Spielbergs,This Is Not the End,7.2,Rock,By The Time It Gets Dark,Ian Cohen,2019.0,2019-02-04,685,https://www.pitchfork.com/reviews/albums/spielbergs-this-is-not-the-end/,Rock,['Rock'],['Rock'],1,Rock
Beirut,Gallipoli,6.6,Rock,4AD,Sophie Kemp,2019.0,2019-02-04,739,https://www.pitchfork.com/reviews/albums/beirut-gallipoli/,Rock,['Rock'],['Rock'],1,Rock
Alice Coltrane,Journey in Satchidananda,10.0,Jazz / Experimental,ABC,Josephine Livingstone,1971.0,2019-02-03,1531,https://www.pitchfork.com/reviews/albums/alice-coltrane-journey-in-satchidananda/,Jazz / Experimental,"['Jazz', 'Experimental']","['Jazz', 'Experimental']",2,Jazz
