artist,album,score,genre,label,reviewer,year,review_date,length,url,genre_clean,genre_list,genre_cleaned,genre_len,main_genre
Boldy James,Murder During Drug Traffic,7.7,Rap,self-released,Dash Lewis,2025.0,2025-01-17,775,https://www.pitchfork.com/reviews/albums/boldy-james-richgains-murder-during-drug-traffic/,Rap,['Rap'],['Rap'],1,Rap
ML Buch,Suntub extras,7.2,Electronic,self-released,Daniel Bromfield,2024.0,2025-01-17,696,https://www.pitchfork.com/reviews/albums/ml-buch-suntub-extras/,Electronic,['Electronic'],['Electronic'],1,Electronic
Bossman Dlow,Dlow Curry,7.4,Rap,Alamo,Paul A. Thompson,2024.0,2025-01-17,559,https://www.pitchfork.com/reviews/albums/bossman-dlow-dlow-curry/,Rap,['Rap'],['Rap'],1,Rap
Timothée Chalamet,A Complete Unknown (Original Motion Picture Soundtrack),7.3,Rock,Columbia,Jenn Pelly,2024.0,2025-01-16,1498,https://www.pitchfork.com/reviews/albums/timothee-chalamet-a-complete-unknown-original-motion-picture-soundtrack/,Rock,['Rock'],['Rock'],1,Rock
Rio Da Yung OG,RIO FREE,7.0,Rap,EMPIRE,Dash Lewis,2025.0,2025-01-16,618,https://www.pitchfork.com/reviews/albums/rio-da-yung-og-rio-free/,Rap,['Rap'],['Rap'],1,Rap
Good Sad Happy Bad,All Kinds of Days,7.9,Electronic / Pop/R&B,Textile,Ben Cardew,2024.0,2025-01-16,682,https://www.pitchfork.com/reviews/albums/good-sad-happy-bad-all-kinds-of-days/,Electronic / Pop_R&B,"['Electronic', 'Pop_R&B']","['Electronic', 'Pop/R&B']",2,Electronic
Lambrini Girls,Who Let the Dogs Out,7.3,Rock,City Slang,Nina Corcoran,2025.0,2025-01-15,768,https://www.pitchfork.com/reviews/albums/lambrini-girls-who-let-the-dogs-out/,Rock,['Rock'],['Rock'],1,Rock
Babymorocco,Amour,7.1,Electronic,True Panther,E.R. Pulgar,2024.0,2025-01-15,630,https://www.pitchfork.com/reviews/albums/babymorocco-amour/,Electronic,['Electronic'],['Electronic'],1,Electronic
Colle,Montalvo,7.3,Pop/R&B,urtruimage,Kieran Press-Reynolds,2024.0,2025-01-15,493,https://www.pitchfork.com/reviews/albums/colle-montalvo/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Bad Bunny,DeBÍ TiRAR MáS FOToS,8.8,Rap / Pop/R&B,Rimas,Tatiana Lee Rodriguez,2025.0,2025-01-14,1419,https://www.pitchfork.com/reviews/albums/bad-bunny-debi-tirar-mas-fotos/,Rap / Pop_R&B,"['Rap', 'Pop_R&B']","['Rap', 'Pop/R&B']",2,Rap
quinn,stars fell on trench,7.3,Experimental / Electronic,self-released,Raphael Helfand,2024.0,2025-01-14,496,https://www.pitchfork.com/reviews/albums/quinn-stars-fell-on-trench/,Experimental / Electronic,"['Experimental', 'Electronic']","['Experimental', 'Electronic']",2,Experimental
James Blackshaw,Unraveling in Your Hands,8.0,Folk/Country,self-released,Laura Snapes,2024.0,2025-01-14,726,https://www.pitchfork.com/reviews/albums/james-blackshaw-unraveling-in-your-hands/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Ethel Cain,Perverts,7.0,Rock,Daughters of Cain,Sasha Geffen,2025.0,2025-01-13,614,https://www.pitchfork.com/reviews/albums/ethel-cain-perverts/,Rock,['Rock'],['Rock'],1,Rock
Dorothea Paas,Think of Mist,7.5,Folk/Country,Telephone Explosion,Zach Schonfeld,2024.0,2025-01-13,566,https://www.pitchfork.com/reviews/albums/dorothea-paas-think-of-mist/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Ringo Starr,Look Up,6.3,Rock,Lost Highway,Ben Cardew,2025.0,2025-01-13,634,https://www.pitchfork.com/reviews/albums/ringo-starr-look-up/,Rock,['Rock'],['Rock'],1,Rock
U2,Pop,8.0,Rock,Island,Calum Marsh,1997.0,2025-01-12,2493,https://www.pitchfork.com/reviews/albums/u2-pop/,Rock,['Rock'],['Rock'],1,Rock
Cameron Winter,Heavy Metal,8.3,Rock,Partisan / Play It Again Sam,Walden Green,2024.0,2025-01-11,923,https://www.pitchfork.com/reviews/albums/cameron-winter-heavy-metal/,Rock,['Rock'],['Rock'],1,Rock
Angel Olsen,Cosmic Waves Volume 1,6.8,Rock,Jagjaguwar,Emma Madden,2024.0,2025-01-10,658,https://www.pitchfork.com/reviews/albums/angel-olsen-cosmic-waves-volume-1/,Rock,['Rock'],['Rock'],1,Rock
Franz Ferdinand,The Human Fear,6.3,Rock,Domino,Zach Schonfeld,2025.0,2025-01-10,532,https://www.pitchfork.com/reviews/albums/franz-ferdinand-the-human-fear/,Rock,['Rock'],['Rock'],1,Rock
Aphex Twin,Music From the Merch Desk (2016 - 2023),6.4,Electronic,Warp,Andrew Ryce,2024.0,2025-01-09,597,https://www.pitchfork.com/reviews/albums/aphex-twin-music-from-the-merch-desk-2016-2023/,Electronic,['Electronic'],['Electronic'],1,Electronic
Zach Phillips,True Music,7.3,Folk/Country,self-released,Jude Noel,2025.0,2025-01-09,635,https://www.pitchfork.com/reviews/albums/zach-phillips-true-music/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
The Innocence Mission,Midwinter Swimmers,8.0,Folk/Country / Pop/R&B,Thérèse,Nina Corcoran,2024.0,2025-01-08,993,https://www.pitchfork.com/reviews/albums/the-innocence-mission-midwinter-swimmers/,Folk_Country / Pop_R&B,"['Folk_Country', 'Pop_R&B']","['Folk/Country', 'Pop/R&B']",2,Folk/Country
Clara La San,Good Mourning,6.9,Pop/R&B,AWAL,Maria Eberhart,2024.0,2025-01-08,743,https://www.pitchfork.com/reviews/albums/clara-la-san-good-mourning/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
LAZER DIM 700,KEEPIN IT CLOUDY,5.9,Rap,self-released,Kieran Press-Reynolds,2024.0,2025-01-07,894,https://www.pitchfork.com/reviews/albums/lazer-dim-700-keepin-it-cloudy/,Rap,['Rap'],['Rap'],1,Rap
Daniel Blumberg,The Brutalist (Original Motion Picture Soundtrack),7.8,Experimental,Milan,Madison Bloom,2024.0,2025-01-07,763,https://www.pitchfork.com/reviews/albums/daniel-blumberg-the-brutalist-original-motion-picture-soundtrack/,Experimental,['Experimental'],['Experimental'],1,Experimental
SZA,SOS Deluxe: Lana,8.8,Pop/R&B,Top Dawg Entertainment / RCA,Shaad D’Souza,2024.0,2025-01-06,1116,https://www.pitchfork.com/reviews/albums/sza-sos-deluxe-lana/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
femtanyl,REACTOREP,6.9,Electronic,self-released,Kieran Press-Reynolds,2024.0,2025-01-06,678,https://www.pitchfork.com/reviews/albums/femtanyl-reactor-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Plastikman,Musik (2024 Remastered),8.4,Electronic,Plus 8 / NovaMute,Philip Sherburne,2024.0,2025-01-04,964,https://www.pitchfork.com/reviews/albums/plastikman-musik-2024-remastered/,Electronic,['Electronic'],['Electronic'],1,Electronic
Prostitute,Attempted Martyr,7.8,Rock,self-released,Nina Corcoran,2024.0,2025-01-03,713,https://www.pitchfork.com/reviews/albums/prostitute-attempted-martyr/,Rock,['Rock'],['Rock'],1,Rock
Daryl Johns,Daryl Johns,7.3,Rock,Mac’s Record Label,Sue Park,2024.0,2025-01-02,785,https://www.pitchfork.com/reviews/albums/daryl-johns-daryl-johns/,Rock,['Rock'],['Rock'],1,Rock
Anna Ferrer,Parenòstic,7.6,Folk/Country / Experimental,La Castanya,Philip Sherburne,2024.0,2024-12-30,883,https://www.pitchfork.com/reviews/albums/anna-ferrer-parenostic/,Folk_Country / Experimental,"['Folk_Country', 'Experimental']","['Folk/Country', 'Experimental']",2,Folk/Country
Fennesz,Mosaic,7.9,Experimental,Touch / Fairwood,Daniel Bromfield,2024.0,2024-12-28,705,https://www.pitchfork.com/reviews/albums/fennesz-mosaic/,Experimental,['Experimental'],['Experimental'],1,Experimental
LUCY (Cooper B. Handy),"Cooper B. Handy’s Album, Vol. 9",6.2,Pop/R&B / Experimental,self-released,Sophie Kemp,2024.0,2024-12-27,919,https://www.pitchfork.com/reviews/albums/lucy-cooper-b-handys-album-vol-9/,Pop_R&B / Experimental,"['Pop_R&B', 'Experimental']","['Pop/R&B', 'Experimental']",2,Pop/R&B
Voyeur,Something Becomes YouEP,7.5,Rock,self-released,Samuel Hyland,2024.0,2024-12-26,614,https://www.pitchfork.com/reviews/albums/voyeur-something-becomes-you-ep/,Rock,['Rock'],['Rock'],1,Rock
Roc Marciano,The Skeleton Key,8.0,Rap,Pimpire International / Marci Enterprises,Dash Lewis,2024.0,2024-12-23,786,https://www.pitchfork.com/reviews/albums/roc-marciano-the-alchemist-the-skeleton-key/,Rap,['Rap'],['Rap'],1,Rap
duendita,the mind is a miracleEP,7.5,Pop/R&B,self-released,Eric Torres,2024.0,2024-12-23,508,https://www.pitchfork.com/reviews/albums/duendita-the-mind-is-a-miracle-ep/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Robert Palmer,Clues,8.0,Rock / Pop/R&B,Island,Stephen Thomas Erlewine,1980.0,2024-12-22,2017,https://www.pitchfork.com/reviews/albums/robert-palmer-clues/,Rock / Pop_R&B,"['Rock', 'Pop_R&B']","['Rock', 'Pop/R&B']",2,Rock
Seefeel,Squared Roots,8.0,Electronic / Rock,Warp,Philip Sherburne,2024.0,2024-12-21,761,https://www.pitchfork.com/reviews/albums/seefeel-squared-roots/,Electronic / Rock,"['Electronic', 'Rock']","['Electronic', 'Rock']",2,Electronic
Amen Dunes,Death Jokes II,7.8,Rock,Sub Pop,Matthew Blackwell,2024.0,2024-12-20,965,https://www.pitchfork.com/reviews/albums/amen-dunes-death-jokes-ii/,Rock,['Rock'],['Rock'],1,Rock
Shinichi Atobe,Discipline,7.7,Electronic,DDS,Daniel Bromfield,2024.0,2024-12-20,651,https://www.pitchfork.com/reviews/albums/shinichi-atobe-discipline/,Electronic,['Electronic'],['Electronic'],1,Electronic
Saint Etienne,The Night,7.2,Rock,Heavenly,Harry Tafoya,2024.0,2024-12-19,839,https://www.pitchfork.com/reviews/albums/saint-etienne-the-night/,Rock,['Rock'],['Rock'],1,Rock
Rosé,rosie,5.5,Pop/R&B,Atlantic,Alex Ramos,2024.0,2024-12-19,874,https://www.pitchfork.com/reviews/albums/rose-rosie/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Shabaka,Possession EP,7.4,Jazz,Impulse!,Dash Lewis,2024.0,2024-12-18,569,https://www.pitchfork.com/reviews/albums/shabaka-possession-ep/,Jazz,['Jazz'],['Jazz'],1,Jazz
Perila,Intrinsic Rhythm,6.7,Experimental / Electronic,Smalltown Supersound,Matthew Schnipper,2024.0,2024-12-18,622,https://www.pitchfork.com/reviews/albums/perila-intrinsic-rhythm/,Experimental / Electronic,"['Experimental', 'Electronic']","['Experimental', 'Electronic']",2,Experimental
Fang Island,Doesn’t Exist II: The Complete Recordings,7.5,Rock,Joyful Noise,Arielle Gordon,2024.0,2024-12-17,957,https://www.pitchfork.com/reviews/albums/fang-island-doesnt-exist-ii-the-complete-recordings/,Rock,['Rock'],['Rock'],1,Rock
Kassie Krut,Kassie KrutEP,7.7,Experimental,Fire Talk,Walden Green,2024.0,2024-12-17,627,https://www.pitchfork.com/reviews/albums/kassie-krut-kassie-krut-ep/,Experimental,['Experimental'],['Experimental'],1,Experimental
Jaeychino,ARTWORK III,7.8,Rap,PRNLDOCC,Olivier Lafontant,2024.0,2024-12-16,680,https://www.pitchfork.com/reviews/albums/jaeychino-artwork-iii/,Rap,['Rap'],['Rap'],1,Rap
Leo Bhanji,Shell EP,7.0,Pop/R&B / Electronic,Dirty Hit,Vrinda Jagota,2024.0,2024-12-16,505,https://www.pitchfork.com/reviews/albums/leo-bhanji-shell-ep/,Pop_R&B / Electronic,"['Pop_R&B', 'Electronic']","['Pop/R&B', 'Electronic']",2,Pop/R&B
John Martyn,Solid Air,10.0,Rock,Island,Tal Rosenberg,1973.0,2024-12-15,3527,https://www.pitchfork.com/reviews/albums/john-martyn-solid-air/,Rock,['Rock'],['Rock'],1,Rock
kuru,re:wired,7.1,Rap / Electronic,deadAir,Kieran Press-Reynolds,2024.0,2024-12-14,664,https://www.pitchfork.com/reviews/albums/kuru-re-wired/,Rap / Electronic,"['Rap', 'Electronic']","['Rap', 'Electronic']",2,Rap
The National,Rome,6.8,Rock,4AD,Hannah Jocelyn,2024.0,2024-12-13,1028,https://www.pitchfork.com/reviews/albums/the-national-rome/,Rock,['Rock'],['Rock'],1,Rock
Ally Evenson,BLUE SUPER LOVE,7.0,Rock,Assemble Sound,Walden Green,2024.0,2024-12-13,637,https://www.pitchfork.com/reviews/albums/ally-evenson-blue-super-love/,Rock,['Rock'],['Rock'],1,Rock
Moin,You Never End,8.1,Rock,AD 93,Matthew Schnipper,2024.0,2024-12-12,726,https://www.pitchfork.com/reviews/albums/moin-you-never-end/,Rock,['Rock'],['Rock'],1,Rock
Bibio,PHANTOM BRICKWORKS (LP II),7.8,Electronic,Warp,Philip Sherburne,2024.0,2024-12-12,711,https://www.pitchfork.com/reviews/albums/bibio-phantom-brickworks-lp-ii/,Electronic,['Electronic'],['Electronic'],1,Electronic
Nettspend,BAD ASS F*CKING KID,6.1,Rap,Interscope,Meaghan Garvey,2024.0,2024-12-11,938,https://www.pitchfork.com/reviews/albums/nettspend-bad-ass-fcking-kid/,Rap,['Rap'],['Rap'],1,Rap
Squanderers,If a Body Meet a Body,7.7,Rock / Experimental,Shimmy-Disc,Raphael Helfand,2024.0,2024-12-11,643,https://www.pitchfork.com/reviews/albums/squanderers-if-a-body-meet-a-body/,Rock / Experimental,"['Rock', 'Experimental']","['Rock', 'Experimental']",2,Rock
Drakeo the Ruler,The Undisputed Truth,8.0,Rap,Stinc Team,Paul A. Thompson,2024.0,2024-12-10,1356,https://www.pitchfork.com/reviews/albums/drakeo-the-ruler-the-undisputed-truth/,Rap,['Rap'],['Rap'],1,Rap
LEYA,I Forget Everything EP,7.1,Experimental,NNA Tapes,Colin Joyce,2024.0,2024-12-10,521,https://www.pitchfork.com/reviews/albums/leya-i-forget-everything-ep/,Experimental,['Experimental'],['Experimental'],1,Experimental
Kim Deal,Nobody Loves You More,7.9,Rock,4AD,Jenn Pelly,2024.0,2024-12-09,958,https://www.pitchfork.com/reviews/albums/kim-deal-nobody-loves-you-more/,Rock,['Rock'],['Rock'],1,Rock
Mark Barrott,"Everything Changes, Nothing Ends",7.6,Electronic,Reflections,Daniel Bromfield,2024.0,2024-12-09,567,https://www.pitchfork.com/reviews/albums/mark-barrott-everything-changes-nothing-ends/,Electronic,['Electronic'],['Electronic'],1,Electronic
Elvis Costello,Imperial Bedroom,8.4,Rock,Columbia,Alfred Soto,1982.0,2024-12-08,1647,https://www.pitchfork.com/reviews/albums/elvis-costello-and-the-attractions-imperial-bedroom/,Rock,['Rock'],['Rock'],1,Rock
Boldy James,The Bricktionary,7.8,Rap,Boldy James / SRFSCHL,Matthew Ritchie,2024.0,2024-12-07,869,https://www.pitchfork.com/reviews/albums/boldy-james-harry-fraud-the-bricktionary/,Rap,['Rap'],['Rap'],1,Rap
Merope,Vėjula,7.8,Folk/Country,Stroom,Dash Lewis,2024.0,2024-12-06,511,https://www.pitchfork.com/reviews/albums/merope-indre-jurgeleviciute-bert-cools-vejula/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Confidence Man,3AM (LA LA LA),6.6,Electronic,Casablanca,Jaeden Pinder,2024.0,2024-12-06,612,https://www.pitchfork.com/reviews/albums/confidence-man-3am-la-la-la/,Electronic,['Electronic'],['Electronic'],1,Electronic
Bill Callahan,"The Holy Grail: Bill Callahan’s “Smog” Dec. 10, 2001 Peel SessionEP",7.8,Rock,Drag City,Philip Sherburne,2024.0,2024-12-05,988,https://www.pitchfork.com/reviews/albums/bill-callahan-smog-the-holy-grail-ep/,Rock,['Rock'],['Rock'],1,Rock
Pet Shop Boys,Nonetheless (Expanded Edition),8.0,Electronic,Parlophone,Laura Snapes,2024.0,2024-12-05,1435,https://www.pitchfork.com/reviews/albums/pet-shop-boys-nonetheless-expanded-edition/,Electronic,['Electronic'],['Electronic'],1,Electronic
070 Shake,Petrichor,7.0,Rap,Def Jam,Katherine St. Asaph,2024.0,2024-12-04,833,https://www.pitchfork.com/reviews/albums/070-shake-petrichor/,Rap,['Rap'],['Rap'],1,Rap
Nap Eyes,The Neon Gate,7.3,Rock,Paradise of Bachelors,Linnie Greene,2024.0,2024-12-04,625,https://www.pitchfork.com/reviews/albums/nap-eyes-the-neon-gate/,Rock,['Rock'],['Rock'],1,Rock
CCL,Plot TwistEP,7.4,Electronic,!K7,Kieran Press-Reynolds,2024.0,2024-12-04,537,https://www.pitchfork.com/reviews/albums/ccl-plot-twist-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Tashi Dorji,we will be wherever the fires are lit,8.0,Experimental,Drag City,Grayson Haver Currin,2024.0,2024-12-03,1123,https://www.pitchfork.com/reviews/albums/tashi-dorji-we-will-be-wherever-the-fires-are-lit/,Experimental,['Experimental'],['Experimental'],1,Experimental
Michael Kiwanuka,Small Changes,7.0,Pop/R&B,Geffen,Habib Sabet,2024.0,2024-12-03,603,https://www.pitchfork.com/reviews/albums/michael-kiwanuka-small-changes/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Gwen Stefani,Bouquet,5.5,Pop/R&B,Interscope,Rich Juzwiak,2024.0,2024-12-02,1097,https://www.pitchfork.com/reviews/albums/gwen-stefani-bouquet/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Lynn Avery,Phantasy & Reality,7.5,Electronic / Experimental / Jazz,Moon Glyph,Daniel Bromfield,2024.0,2024-12-02,756,https://www.pitchfork.com/reviews/albums/lynn-avery-cole-pulice-phantasy-and-reality/,Electronic / Experimental / Jazz,"['Electronic', 'Experimental', 'Jazz']","['Electronic', 'Experimental', 'Jazz']",3,Electronic
George Harrison,Living in the Material World (50th Anniversary),8.0,Rock,BMG,Stephen Thomas Erlewine,2024.0,2024-11-30,797,https://www.pitchfork.com/reviews/albums/george-harrison-living-in-the-material-world-50th-anniversary/,Rock,['Rock'],['Rock'],1,Rock
Dawn Richard,Quiet in a World Full of Noise,7.7,Pop/R&B / Rock,Merge,Linnie Greene,2024.0,2024-11-29,629,https://www.pitchfork.com/reviews/albums/dawn-richard-spencer-zahn-quiet-in-a-world-full-of-noise/,Pop_R&B / Rock,"['Pop_R&B', 'Rock']","['Pop/R&B', 'Rock']",2,Pop/R&B
Merely,Essential Mixtape,7.4,Electronic / Experimental,Year0001,Meaghan Garvey,2024.0,2024-11-27,717,https://www.pitchfork.com/reviews/albums/merely-malibu-essential-mixtape/,Electronic / Experimental,"['Electronic', 'Experimental']","['Electronic', 'Experimental']",2,Electronic
22° Halo,Lily of the Valley,7.7,Rock,Tiny Library,Colin Joyce,2024.0,2024-11-27,612,https://www.pitchfork.com/reviews/albums/22-halo-lily-of-the-valley/,Rock,['Rock'],['Rock'],1,Rock
Kendrick Lamar,GNX,6.6,Rap,pgLang / Interscope,Alphonse Pierre,2024.0,2024-11-26,1520,https://www.pitchfork.com/reviews/albums/kendrick-lamar-gnx/,Rap,['Rap'],['Rap'],1,Rap
Lifted,Trellis,7.9,Electronic,Peak Oil,Philip Sherburne,2024.0,2024-11-26,785,https://www.pitchfork.com/reviews/albums/lifted-trellis/,Electronic,['Electronic'],['Electronic'],1,Electronic
yunè pinku,Scarlet LambEP,6.3,Pop/R&B / Electronic,Method 808,Walden Green,2024.0,2024-11-26,552,https://www.pitchfork.com/reviews/albums/yune-pinku-scarlet-lamb-ep/,Pop_R&B / Electronic,"['Pop_R&B', 'Electronic']","['Pop/R&B', 'Electronic']",2,Pop/R&B
Djrum,Meaning’s EdgeEP,8.3,Electronic,Houndstooth,Philip Sherburne,2024.0,2024-11-25,847,https://www.pitchfork.com/reviews/albums/djrum-meanings-edge-ep/,Electronic,['Electronic'],['Electronic'],1,Electronic
Rauw Alejandro,Cosa Nuestra,6.8,Pop/R&B / Rap,Sony Music Latin,E.R. Pulgar,2024.0,2024-11-25,664,https://www.pitchfork.com/reviews/albums/rauw-alejandro-cosa-nuestra/,Pop_R&B / Rap,"['Pop_R&B', 'Rap']","['Pop/R&B', 'Rap']",2,Pop/R&B
Evelyn “Champagne” King,Get Loose,9.0,Pop/R&B,RCA Victor,Ivy Nelson,1982.0,2024-11-24,1180,https://www.pitchfork.com/reviews/albums/evelyn-champagne-king-get-loose/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Rogê,Curyman II,7.7,Pop/R&B,Diamond West,Adrian Spinelli,2024.0,2024-11-23,717,https://www.pitchfork.com/reviews/albums/roge-curyman-ii/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Jeff Parker,The Way Out of Easy,8.4,Jazz,International Anthem / Nonesuch,Mark Richardson,2024.0,2024-11-22,820,https://www.pitchfork.com/reviews/albums/jeff-parker-eta-ivtet-the-way-out-of-easy/,Jazz,['Jazz'],['Jazz'],1,Jazz
upsammy,Strange Meridians,7.8,topo2,topo2,Kieran Press-Reynolds,2024.0,2024-11-22,664,https://www.pitchfork.com/reviews/albums/upsammy-strange-meridians/,topo2,['topo2'],['Unknown'],0,Unknown
PAS TASTA,GRAND POP,7.6,Pop/R&B,self-released,Shy Clara Thompson,2024.0,2024-11-22,598,https://www.pitchfork.com/reviews/albums/pas-tasta-grand-pop/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
Father John Misty,Mahashmashana,8.3,Rock,Sub Pop,Anna Gaca,2024.0,2024-11-21,880,https://www.pitchfork.com/reviews/albums/father-john-misty-mahashmashana/,Rock,['Rock'],['Rock'],1,Rock
Fine,Rocky Top Ballads,7.7,Pop/R&B,Escho,Meaghan Garvey,2024.0,2024-11-21,582,https://www.pitchfork.com/reviews/albums/fine-rocky-top-ballads/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
MIZU,4 | 2 | 3,7.6,Experimental,"Carousel Productions, LLC",Grace Byron,2024.0,2024-11-21,485,https://www.pitchfork.com/reviews/albums/mizu-4-2-3/,Experimental,['Experimental'],['Experimental'],1,Experimental
MF DOOM,MM..FOOD (20th Anniversary Edition),9.0,Rap,Rhymesayers Entertainment,Paul A. Thompson,2024.0,2024-11-20,1395,https://www.pitchfork.com/reviews/albums/mf-doom-mm-food-20th-anniversary-edition/,Rap,['Rap'],['Rap'],1,Rap
jackzebra,王中王,7.8,Rap,self-released,James Gui,2024.0,2024-11-20,1315,https://www.pitchfork.com/reviews/albums/jackzebra-king-of-kings/,Rap,['Rap'],['Rap'],1,Rap
Young Nudy,Sli’merre 2,5.5,Rap,RCA,Olivier Lafontant,2024.0,2024-11-20,707,https://www.pitchfork.com/reviews/albums/young-nudy-pierre-bourne-slimerre-2/,Rap,['Rap'],['Rap'],1,Rap
FLO,Access All Areas,8.0,Pop/R&B,Republic,Clover Hope,2024.0,2024-11-19,1044,https://www.pitchfork.com/reviews/albums/flo-access-all-areas/,Pop_R&B,['Pop_R&B'],['Pop/R&B'],1,Pop/R&B
more eaze,Computer and recording works for girls,7.6,Experimental / Folk/Country,Full Spectrum,Aly Eleanor,2024.0,2024-11-19,578,https://www.pitchfork.com/reviews/albums/more-eaze-kaho-matsui-computer-and-recording-works-for-girls/,Experimental / Folk_Country,"['Experimental', 'Folk_Country']","['Experimental', 'Folk/Country']",2,Experimental
TV on the Radio,"Desperate Youth, Blood Thirsty Babes (20th Anniversary Edition)",9.2,Rock,Touch and Go,Sadie Sartini Garner,2024.0,2024-11-18,1492,https://www.pitchfork.com/reviews/albums/tv-on-the-radio-desperate-youth-blood-thirsty-babes-20th-anniversary-edition/,Rock,['Rock'],['Rock'],1,Rock
Pa Salieu,Afrikan Alien,7.9,Rap,Warner UK,Will Pritchard,2024.0,2024-11-18,485,https://www.pitchfork.com/reviews/albums/pa-salieu-afrikan-alien/,Rap,['Rap'],['Rap'],1,Rap
Johnny Coley,Mister Sweet Whisper,7.7,Folk/Country,Mississippi,Meaghan Garvey,2024.0,2024-11-18,933,https://www.pitchfork.com/reviews/albums/johnny-coley-mister-sweet-whisper/,Folk_Country,['Folk_Country'],['Folk/Country'],1,Folk/Country
Pink Floyd,Wish You Were Here,10.0,Rock,Columbia,Sam Sodomsky,1975.0,2024-11-17,2168,https://www.pitchfork.com/reviews/albums/pink-floyd-wish-you-were-here/,Rock,['Rock'],['Rock'],1,Rock
